,house_age,dormitory_type,condition_type
19676,old_house,house,regular
19677,old_house,house,regular
19678,new_house,house,regular
19679,new_house,house,regular
19680,new_house,house,regular
19681,new_house,house,regular
19682,new_house,house,regular
19683,old_house,house,regular
19684,new_house,house,regular
19685,old_house,house,regular
19686,old_house,house,regular
19687,new_house,apartment,regular
19688,old_house,apartment,regular
19689,old_house,house,regular
19690,old_house,apartment,regular
19691,new_house,house,regular
19692,old_house,house,regular
19693,old_house,house,regular
19694,new_house,house,regular
19695,new_house,house,regular
19696,old_house,house,regular
19697,new_house,house,regular
19698,new_house,house,regular
19699,old_house,house,regular
19700,old_house,apartment,regular
19701,new_house,apartment,regular
19702,old_house,house,regular
19703,old_house,house,regular
19704,new_house,house,regular
19705,new_house,apartment,regular
19706,old_house,house,regular
19707,new_house,house,regular
19708,old_house,house,regular
19709,old_house,house,regular
19710,old_house,house,regular
19711,new_house,house,regular
19712,old_house,house,regular
19713,old_house,apartment,regular
19714,old_house,house,regular
19715,old_house,apartment,regular
19716,old_house,house,regular
19717,old_house,house,regular
19718,old_house,house,regular
19719,old_house,house,regular
19720,new_house,house,regular
19721,new_house,house,regular
19722,new_house,house,regular
19723,old_house,house,regular
19724,old_house,house,regular
19725,old_house,house,regular
19726,new_house,house,regular
19727,new_house,apartment,regular
19728,old_house,house,regular
19729,new_house,house,regular
19730,old_house,house,regular
19731,old_house,house,regular
19732,new_house,apartment,regular
19733,new_house,house,regular
19734,old_house,house,regular
19735,old_house,house,regular
19736,new_house,house,regular
19737,new_house,house,regular
19738,old_house,apartment,regular
19739,old_house,house,regular
19740,new_house,house,regular
19741,old_house,house,regular
19742,old_house,apartment,regular
19743,old_house,house,regular
19744,old_house,house,regular
19745,new_house,house,regular
19746,old_house,house,regular
19747,old_house,house,regular
19748,new_house,house,regular
19749,old_house,apartment,regular
19750,old_house,house,regular
19751,old_house,house,regular
19752,old_house,house,regular
19753,old_house,house,regular
19754,old_house,house,regular
19755,old_house,house,regular
19756,new_house,house,regular
19757,old_house,house,regular
19758,old_house,house,regular
19759,old_house,house,regular
19760,old_house,house,regular
19761,new_house,house,regular
19762,new_house,house,regular
19763,new_house,house,regular
19764,new_house,house,regular
19765,new_house,apartment,regular
19766,old_house,house,regular
19767,new_house,house,regular
19768,new_house,house,regular
19769,old_house,house,regular
19770,old_house,house,regular
19771,old_house,house,regular
19772,new_house,house,regular
19773,old_house,house,regular
19774,old_house,house,regular
19775,new_house,house,regular
19776,old_house,house,regular
19777,new_house,house,regular
19778,old_house,house,regular
19779,old_house,house,regular
19780,old_house,house,regular
19781,old_house,house,regular
19782,old_house,house,regular
19783,old_house,house,regular
19784,new_house,house,regular
19785,old_house,house,regular
19786,old_house,house,regular
19787,new_house,apartment,regular
19788,old_house,house,regular
19789,old_house,house,regular
19790,new_house,house,regular
19791,new_house,apartment,regular
19792,old_house,house,regular
19793,new_house,house,regular
19794,old_house,house,regular
19795,old_house,apartment,regular
19796,old_house,house,regular
19797,old_house,house,regular
19798,old_house,house,regular
19799,old_house,house,regular
19800,old_house,house,regular
19801,old_house,apartment,regular
19802,old_house,house,regular
19803,new_house,house,regular
19804,old_house,house,regular
19805,old_house,house,regular
19806,old_house,house,regular
19807,old_house,house,regular
19808,old_house,house,regular
19809,old_house,house,regular
19810,old_house,house,regular
19811,new_house,house,regular
19812,old_house,house,regular
19813,old_house,house,regular
19814,old_house,house,regular
19815,old_house,house,regular
19816,old_house,house,regular
19817,old_house,apartment,regular
19818,old_house,house,regular
19819,old_house,house,regular
19820,old_house,house,regular
19821,old_house,house,regular
19822,old_house,house,regular
19823,new_house,house,regular
19824,new_house,house,regular
19825,old_house,house,regular
19826,old_house,house,regular
19827,old_house,house,regular
19828,old_house,house,regular
19829,old_house,house,regular
19830,old_house,house,regular
19831,old_house,house,regular
19832,new_house,house,regular
19833,old_house,house,regular
19834,old_house,house,regular
19835,new_house,apartment,regular
19836,old_house,house,regular
19837,old_house,house,regular
19838,old_house,house,regular
19839,new_house,house,regular
19840,old_house,house,regular
19841,old_house,house,regular
19842,old_house,house,regular
19843,old_house,house,regular
19844,old_house,house,regular
19845,new_house,house,regular
19846,new_house,house,regular
19847,old_house,house,regular
19848,old_house,house,regular
19849,old_house,house,regular
19850,new_house,house,regular
19851,old_house,house,regular
19852,old_house,house,regular
19853,new_house,house,regular
19854,old_house,house,regular
19855,new_house,house,regular
19856,old_house,house,regular
19857,new_house,house,regular
19858,new_house,house,regular
19859,old_house,house,regular
19860,new_house,house,regular
19861,new_house,house,regular
19862,old_house,house,regular
19863,new_house,house,regular
19864,old_house,house,regular
19865,old_house,house,regular
19866,new_house,house,regular
19867,old_house,house,regular
19868,old_house,house,regular
19869,new_house,house,regular
19870,old_house,house,regular
19871,old_house,house,regular
19872,new_house,apartment,regular
19873,old_house,house,good
19874,new_house,house,regular
19875,old_house,house,regular
19876,old_house,house,regular
19877,old_house,house,regular
19878,old_house,house,regular
19879,new_house,house,regular
19880,new_house,house,regular
19881,new_house,house,regular
19882,new_house,apartment,regular
19883,old_house,house,regular
19884,new_house,house,regular
19885,old_house,studio,regular
19886,old_house,house,regular
19887,old_house,house,regular
19888,old_house,apartment,regular
19889,old_house,house,regular
19890,new_house,house,regular
19891,old_house,house,regular
19892,new_house,house,regular
19893,new_house,house,regular
19894,new_house,house,regular
19895,new_house,house,regular
19896,old_house,house,regular
19897,new_house,house,regular
19898,old_house,house,regular
19899,new_house,house,regular
19900,old_house,house,regular
19901,new_house,house,regular
19902,old_house,house,regular
19903,old_house,house,regular
19904,old_house,house,regular
19905,old_house,house,good
19906,old_house,house,regular
19907,new_house,house,regular
19908,old_house,house,regular
19909,new_house,house,regular
19910,new_house,house,regular
19911,old_house,house,regular
19912,old_house,apartment,regular
19913,old_house,house,regular
19914,new_house,house,regular
19915,old_house,house,regular
19916,old_house,house,regular
19917,new_house,house,regular
19918,old_house,house,regular
19919,old_house,house,regular
19920,old_house,house,regular
19921,old_house,house,regular
19922,old_house,apartment,regular
19923,new_house,house,regular
19924,old_house,house,regular
19925,old_house,apartment,regular
19926,old_house,house,regular
19927,new_house,apartment,regular
19928,new_house,house,regular
19929,old_house,house,regular
19930,old_house,apartment,regular
19931,old_house,house,regular
19932,old_house,house,regular
19933,old_house,apartment,regular
19934,old_house,house,regular
19935,old_house,house,regular
19936,new_house,house,regular
19937,new_house,house,regular
19938,old_house,house,regular
19939,new_house,apartment,regular
19940,new_house,house,regular
19941,old_house,house,regular
19942,old_house,house,regular
19943,new_house,house,regular
19944,old_house,house,regular
19945,new_house,house,regular
19946,old_house,house,regular
19947,old_house,house,regular
19948,old_house,house,regular
19949,old_house,apartment,regular
19950,old_house,house,regular
19951,old_house,house,regular
19952,old_house,house,regular
19953,old_house,house,regular
19954,old_house,house,regular
19955,old_house,house,regular
19956,new_house,house,regular
19957,old_house,apartment,regular
19958,new_house,house,regular
19959,new_house,house,regular
19960,old_house,house,regular
19961,old_house,house,regular
19962,old_house,house,regular
19963,old_house,house,regular
19964,old_house,house,regular
19965,old_house,house,regular
19966,old_house,house,regular
19967,old_house,house,regular
19968,old_house,house,regular
19969,new_house,apartment,regular
19970,old_house,house,regular
19971,old_house,house,regular
19972,new_house,house,regular
19973,old_house,house,regular
19974,new_house,house,regular
19975,old_house,house,regular
19976,old_house,apartment,regular
19977,new_house,house,regular
19978,old_house,house,regular
19979,old_house,house,regular
19980,old_house,house,regular
19981,old_house,house,regular
19982,old_house,apartment,regular
19983,old_house,apartment,regular
19984,new_house,house,regular
19985,old_house,house,regular
19986,old_house,house,regular
19987,new_house,house,regular
19988,old_house,house,regular
19989,new_house,house,regular
19990,old_house,house,regular
19991,old_house,house,regular
19992,old_house,house,regular
19993,old_house,apartment,regular
19994,new_house,house,regular
19995,old_house,house,regular
19996,new_house,house,regular
19997,old_house,house,regular
19998,old_house,apartment,regular
19999,new_house,house,regular
20000,old_house,house,regular
20001,new_house,house,regular
20002,old_house,house,regular
20003,old_house,house,regular
20004,new_house,house,regular
20005,old_house,house,regular
20006,old_house,house,regular
20007,old_house,apartment,regular
20008,old_house,house,regular
20009,old_house,house,regular
20010,old_house,house,regular
20011,old_house,apartment,regular
20012,old_house,house,regular
20013,new_house,apartment,regular
20014,old_house,house,regular
20015,old_house,house,regular
20016,old_house,house,regular
20017,old_house,studio,regular
20018,new_house,apartment,regular
20019,new_house,house,regular
20020,old_house,house,regular
20021,old_house,house,regular
20022,new_house,house,regular
20023,old_house,house,regular
20024,old_house,house,regular
20025,old_house,house,regular
20026,new_house,house,regular
20027,old_house,house,regular
20028,new_house,house,regular
20029,new_house,apartment,regular
20030,old_house,house,regular
20031,old_house,house,regular
20032,old_house,house,regular
20033,old_house,house,regular
20034,new_house,house,regular
20035,old_house,house,regular
20036,old_house,house,regular
20037,old_house,house,regular
20038,old_house,apartment,regular
20039,new_house,house,regular
20040,old_house,house,regular
20041,old_house,house,regular
20042,old_house,house,regular
20043,new_house,house,regular
20044,old_house,house,regular
20045,old_house,house,regular
20046,old_house,house,regular
20047,old_house,house,regular
20048,old_house,house,regular
20049,old_house,house,regular
20050,new_house,house,regular
20051,new_house,house,regular
20052,old_house,house,regular
20053,old_house,house,regular
20054,old_house,house,regular
20055,old_house,house,regular
20056,new_house,house,regular
20057,old_house,house,regular
20058,old_house,apartment,regular
20059,new_house,house,regular
20060,new_house,house,regular
20061,old_house,house,regular
20062,old_house,house,regular
20063,old_house,house,regular
20064,new_house,house,regular
20065,old_house,house,regular
20066,old_house,house,regular
20067,old_house,house,regular
20068,old_house,house,regular
20069,old_house,house,regular
20070,new_house,house,regular
20071,old_house,house,regular
20072,old_house,house,regular
20073,old_house,house,regular
20074,old_house,house,regular
20075,old_house,house,regular
20076,old_house,house,regular
20077,old_house,house,regular
20078,old_house,house,regular
20079,old_house,house,regular
20080,new_house,house,regular
20081,old_house,house,regular
20082,old_house,house,regular
20083,old_house,house,regular
20084,old_house,house,regular
20085,new_house,house,regular
20086,new_house,apartment,regular
20087,old_house,house,regular
20088,new_house,house,regular
20089,old_house,house,regular
20090,old_house,house,regular
20091,old_house,house,regular
20092,old_house,house,regular
20093,old_house,apartment,regular
20094,old_house,house,regular
20095,new_house,house,regular
20096,new_house,house,regular
20097,new_house,house,regular
20098,new_house,house,regular
20099,old_house,house,regular
20100,old_house,house,regular
20101,new_house,house,regular
20102,new_house,house,regular
20103,old_house,house,regular
20104,old_house,house,regular
20105,old_house,house,regular
20106,new_house,house,regular
20107,old_house,house,regular
20108,old_house,house,regular
20109,old_house,apartment,regular
20110,old_house,house,regular
20111,old_house,house,regular
20112,old_house,house,regular
20113,new_house,house,regular
20114,old_house,house,regular
20115,old_house,house,regular
20116,new_house,apartment,regular
20117,old_house,house,regular
20118,old_house,apartment,regular
20119,old_house,house,regular
20120,old_house,house,regular
20121,new_house,house,regular
20122,old_house,house,regular
20123,new_house,house,regular
20124,old_house,apartment,regular
20125,old_house,house,regular
20126,old_house,house,regular
20127,old_house,house,regular
20128,new_house,house,regular
20129,old_house,house,regular
20130,new_house,house,regular
20131,new_house,house,regular
20132,old_house,house,regular
20133,new_house,house,regular
20134,old_house,apartment,regular
20135,old_house,house,regular
20136,old_house,house,regular
20137,old_house,house,regular
20138,new_house,house,regular
20139,old_house,house,regular
20140,old_house,house,regular
20141,new_house,house,regular
20142,old_house,house,regular
20143,old_house,house,regular
20144,old_house,house,regular
20145,old_house,house,regular
20146,old_house,house,regular
20147,old_house,house,regular
20148,old_house,house,regular
20149,old_house,house,regular
20150,new_house,apartment,regular
20151,new_house,house,regular
20152,old_house,house,regular
20153,old_house,house,regular
20154,new_house,house,regular
20155,old_house,apartment,regular
20156,old_house,house,regular
20157,old_house,house,regular
20158,new_house,apartment,regular
20159,old_house,house,regular
20160,old_house,apartment,regular
20161,old_house,house,regular
20162,new_house,house,regular
20163,new_house,house,regular
20164,old_house,house,regular
20165,old_house,house,regular
20166,old_house,house,regular
20167,old_house,house,regular
20168,old_house,house,regular
20169,old_house,house,regular
20170,old_house,house,regular
20171,old_house,house,regular
20172,old_house,house,regular
20173,old_house,house,regular
20174,old_house,house,regular
20175,new_house,house,regular
20176,new_house,house,regular
20177,old_house,house,regular
20178,old_house,house,regular
20179,new_house,house,regular
20180,old_house,house,regular
20181,new_house,house,regular
20182,old_house,house,regular
20183,new_house,house,regular
20184,new_house,house,regular
20185,new_house,house,regular
20186,old_house,house,regular
20187,new_house,apartment,regular
20188,new_house,house,regular
20189,old_house,house,regular
20190,new_house,apartment,regular
20191,old_house,house,regular
20192,old_house,house,regular
20193,old_house,house,regular
20194,old_house,house,regular
20195,old_house,house,regular
20196,old_house,house,regular
20197,old_house,house,regular
20198,old_house,house,regular
20199,old_house,house,regular
20200,new_house,apartment,regular
20201,old_house,apartment,regular
20202,new_house,house,regular
20203,old_house,house,regular
20204,new_house,house,regular
20205,old_house,house,regular
20206,old_house,house,regular
20207,new_house,house,regular
20208,new_house,house,regular
20209,old_house,apartment,regular
20210,old_house,house,regular
20211,new_house,house,regular
20212,new_house,house,regular
20213,old_house,house,regular
20214,old_house,house,regular
20215,old_house,house,regular
20216,old_house,house,regular
20217,old_house,house,regular
20218,old_house,house,regular
20219,old_house,house,regular
20220,new_house,apartment,regular
20221,old_house,house,regular
20222,old_house,house,regular
20223,old_house,house,regular
20224,new_house,house,regular
20225,new_house,house,regular
20226,old_house,house,regular
20227,new_house,house,regular
20228,old_house,house,regular
20229,new_house,house,regular
20230,new_house,house,regular
20231,old_house,house,regular
20232,new_house,house,regular
20233,old_house,house,regular
20234,new_house,house,regular
20235,old_house,house,regular
20236,new_house,house,regular
20237,new_house,house,regular
20238,old_house,house,regular
20239,old_house,house,regular
20240,old_house,apartment,regular
20241,new_house,house,regular
20242,new_house,house,regular
20243,old_house,house,regular
20244,old_house,house,regular
20245,old_house,house,regular
20246,old_house,apartment,regular
20247,new_house,house,regular
20248,old_house,house,regular
20249,old_house,house,regular
20250,old_house,apartment,regular
20251,new_house,house,regular
20252,old_house,house,regular
20253,old_house,house,regular
20254,new_house,apartment,regular
20255,old_house,house,regular
20256,old_house,house,regular
20257,new_house,house,regular
20258,old_house,house,regular
20259,old_house,house,regular
20260,old_house,house,regular
20261,old_house,house,regular
20262,new_house,house,regular
20263,old_house,house,regular
20264,old_house,house,regular
20265,old_house,house,regular
20266,old_house,apartment,regular
20267,old_house,house,regular
20268,old_house,house,regular
20269,new_house,house,regular
20270,old_house,house,regular
20271,old_house,house,regular
20272,old_house,house,regular
20273,new_house,apartment,regular
20274,new_house,house,regular
20275,old_house,house,regular
20276,new_house,apartment,regular
20277,new_house,house,regular
20278,old_house,house,regular
20279,old_house,house,regular
20280,old_house,house,regular
20281,old_house,house,regular
20282,new_house,house,regular
20283,new_house,house,regular
20284,old_house,house,regular
20285,old_house,house,regular
20286,old_house,house,regular
20287,new_house,house,regular
20288,old_house,house,regular
20289,old_house,house,regular
20290,new_house,house,regular
20291,new_house,house,regular
20292,new_house,house,regular
20293,new_house,apartment,regular
20294,old_house,house,regular
20295,old_house,house,regular
20296,old_house,house,regular
20297,old_house,house,regular
20298,new_house,house,regular
20299,new_house,house,regular
20300,old_house,apartment,regular
20301,old_house,house,regular
20302,old_house,house,regular
20303,old_house,house,regular
20304,old_house,apartment,regular
20305,old_house,house,regular
20306,old_house,house,regular
20307,old_house,house,regular
20308,old_house,apartment,regular
20309,old_house,house,regular
20310,old_house,house,regular
20311,new_house,house,regular
20312,old_house,house,regular
20313,new_house,house,regular
20314,new_house,house,regular
20315,old_house,house,regular
20316,new_house,house,regular
20317,old_house,house,regular
20318,new_house,house,regular
20319,old_house,house,regular
20320,new_house,house,regular
20321,old_house,house,regular
20322,old_house,house,regular
20323,new_house,house,regular
20324,new_house,house,regular
20325,old_house,house,regular
20326,new_house,house,regular
20327,old_house,house,regular
20328,new_house,house,regular
20329,old_house,house,regular
20330,old_house,house,regular
20331,new_house,house,regular
20332,old_house,house,regular
20333,old_house,house,regular
20334,new_house,house,regular
20335,new_house,apartment,regular
20336,old_house,house,regular
20337,new_house,house,regular
20338,old_house,apartment,regular
20339,old_house,house,regular
20340,new_house,house,regular
20341,old_house,house,regular
20342,old_house,house,regular
20343,new_house,house,regular
20344,old_house,house,regular
20345,old_house,house,regular
20346,new_house,house,regular
20347,old_house,apartment,regular
20348,new_house,house,regular
20349,old_house,house,regular
20350,old_house,house,regular
20351,new_house,apartment,regular
20352,old_house,house,regular
20353,new_house,house,regular
20354,old_house,house,regular
20355,new_house,house,regular
20356,old_house,apartment,regular
20357,old_house,house,regular
20358,old_house,house,regular
20359,old_house,house,regular
20360,old_house,house,regular
20361,new_house,house,regular
20362,old_house,house,regular
20363,old_house,house,regular
20364,new_house,house,regular
20365,old_house,house,regular
20366,new_house,house,regular
20367,old_house,house,regular
20368,old_house,house,regular
20369,new_house,house,regular
20370,new_house,house,regular
20371,old_house,house,regular
20372,old_house,apartment,regular
20373,old_house,house,regular
20374,old_house,house,regular
20375,old_house,house,regular
20376,new_house,house,regular
20377,old_house,house,regular
20378,new_house,house,regular
20379,new_house,house,regular
20380,old_house,house,regular
20381,old_house,house,regular
20382,new_house,house,regular
20383,old_house,house,regular
20384,old_house,house,regular
20385,old_house,house,regular
20386,old_house,house,regular
20387,old_house,house,regular
20388,new_house,apartment,regular
20389,new_house,apartment,regular
20390,old_house,house,regular
20391,new_house,house,regular
20392,new_house,house,regular
20393,old_house,house,regular
20394,old_house,house,regular
20395,new_house,apartment,regular
20396,old_house,house,regular
20397,new_house,house,regular
20398,new_house,house,regular
20399,new_house,house,regular
20400,old_house,apartment,regular
20401,new_house,house,regular
20402,old_house,house,regular
20403,old_house,house,regular
20404,new_house,house,regular
20405,old_house,house,regular
20406,old_house,house,regular
20407,old_house,house,regular
20408,old_house,apartment,regular
20409,new_house,house,regular
20410,old_house,apartment,regular
20411,new_house,house,regular
20412,old_house,house,regular
20413,old_house,house,regular
20414,new_house,house,regular
20415,old_house,house,regular
20416,old_house,house,regular
20417,old_house,house,regular
20418,old_house,house,regular
20419,old_house,house,regular
20420,old_house,house,regular
20421,new_house,house,regular
20422,old_house,house,regular
20423,new_house,house,regular
20424,new_house,house,regular
20425,old_house,house,regular
20426,old_house,house,regular
20427,new_house,house,regular
20428,new_house,house,regular
20429,old_house,house,regular
20430,old_house,house,regular
20431,old_house,house,regular
20432,new_house,apartment,regular
20433,old_house,house,regular
20434,old_house,house,regular
20435,old_house,house,regular
20436,old_house,house,regular
20437,new_house,house,regular
20438,old_house,house,regular
20439,old_house,house,regular
20440,new_house,apartment,regular
20441,new_house,house,regular
20442,old_house,house,regular
20443,old_house,house,regular
20444,new_house,house,regular
20445,old_house,house,regular
20446,old_house,apartment,regular
20447,new_house,house,regular
20448,new_house,apartment,regular
20449,old_house,house,regular
20450,new_house,house,regular
20451,old_house,house,regular
20452,new_house,house,regular
20453,old_house,house,regular
20454,old_house,apartment,regular
20455,new_house,house,regular
20456,old_house,house,regular
20457,old_house,house,regular
20458,new_house,house,regular
20459,old_house,house,regular
20460,new_house,house,regular
20461,old_house,house,regular
20462,new_house,apartment,regular
20463,new_house,house,regular
20464,old_house,house,regular
20465,new_house,house,regular
20466,old_house,house,regular
20467,new_house,house,regular
20468,old_house,house,regular
20469,old_house,apartment,regular
20470,old_house,house,regular
20471,new_house,house,regular
20472,new_house,house,regular
20473,old_house,house,regular
20474,old_house,house,regular
20475,old_house,house,regular
20476,old_house,house,regular
20477,old_house,house,regular
20478,old_house,house,regular
20479,old_house,apartment,regular
20480,old_house,house,regular
20481,old_house,house,regular
20482,old_house,house,regular
20483,old_house,house,regular
20484,old_house,house,regular
20485,new_house,house,regular
20486,new_house,house,regular
20487,new_house,house,regular
20488,new_house,house,regular
20489,old_house,house,regular
20490,old_house,house,regular
20491,new_house,house,regular
20492,new_house,apartment,regular
20493,old_house,house,regular
20494,new_house,house,regular
20495,new_house,apartment,regular
20496,old_house,house,regular
20497,new_house,house,regular
20498,old_house,house,regular
20499,old_house,house,regular
20500,old_house,house,regular
20501,old_house,house,regular
20502,old_house,house,regular
20503,old_house,house,regular
20504,old_house,house,regular
20505,old_house,house,regular
20506,new_house,apartment,regular
20507,new_house,house,regular
20508,new_house,apartment,regular
20509,old_house,house,regular
20510,new_house,house,regular
20511,old_house,house,regular
20512,old_house,house,regular
20513,old_house,house,regular
20514,old_house,house,regular
20515,old_house,house,regular
20516,old_house,apartment,regular
20517,new_house,house,regular
20518,new_house,house,regular
20519,old_house,apartment,regular
20520,old_house,house,regular
20521,old_house,apartment,regular
20522,new_house,house,regular
20523,old_house,apartment,regular
20524,new_house,house,regular
20525,old_house,house,regular
20526,old_house,house,regular
20527,new_house,house,regular
20528,old_house,apartment,regular
20529,old_house,apartment,regular
20530,new_house,house,regular
20531,new_house,house,regular
20532,new_house,house,regular
20533,old_house,house,regular
20534,new_house,house,regular
20535,old_house,house,regular
20536,new_house,apartment,regular
20537,new_house,house,regular
20538,new_house,house,regular
20539,old_house,house,regular
20540,new_house,house,regular
20541,old_house,house,regular
20542,new_house,house,regular
20543,new_house,house,regular
20544,old_house,house,regular
20545,new_house,apartment,regular
20546,old_house,house,regular
20547,new_house,house,regular
20548,old_house,house,regular
20549,old_house,house,regular
20550,old_house,house,regular
20551,old_house,apartment,regular
20552,old_house,house,regular
20553,old_house,house,regular
20554,old_house,house,regular
20555,new_house,house,regular
20556,old_house,apartment,regular
20557,new_house,apartment,regular
20558,old_house,house,regular
20559,old_house,apartment,regular
20560,new_house,house,regular
20561,old_house,house,regular
20562,old_house,house,regular
20563,old_house,house,regular
20564,old_house,house,regular
20565,old_house,house,regular
20566,old_house,house,regular
20567,old_house,apartment,regular
20568,old_house,house,regular
20569,old_house,house,regular
20570,old_house,apartment,regular
20571,new_house,house,regular
20572,new_house,house,regular
20573,old_house,house,regular
20574,old_house,apartment,regular
20575,old_house,house,regular
20576,old_house,house,regular
20577,old_house,house,regular
20578,new_house,house,regular
20579,old_house,house,regular
20580,old_house,apartment,regular
20581,old_house,house,regular
20582,old_house,house,regular
20583,old_house,house,regular
20584,old_house,house,regular
20585,new_house,house,regular
20586,old_house,apartment,regular
20587,new_house,house,regular
20588,old_house,house,regular
20589,old_house,house,regular
20590,old_house,house,regular
20591,old_house,house,regular
20592,old_house,house,regular
20593,old_house,house,regular
20594,old_house,house,regular
20595,new_house,house,regular
20596,old_house,house,regular
20597,old_house,house,regular
20598,new_house,house,regular
20599,old_house,house,regular
20600,old_house,house,regular
20601,new_house,house,regular
20602,old_house,house,regular
20603,old_house,house,regular
20604,old_house,apartment,regular
20605,old_house,house,regular
20606,old_house,house,regular
20607,old_house,house,regular
20608,old_house,house,regular
20609,new_house,house,regular
20610,old_house,house,regular
20611,old_house,house,regular
20612,old_house,apartment,regular
20613,old_house,apartment,regular
20614,old_house,apartment,regular
20615,new_house,house,regular
20616,old_house,house,regular
20617,old_house,house,regular
20618,new_house,apartment,regular
20619,new_house,house,regular
20620,old_house,house,regular
20621,old_house,house,regular
20622,old_house,house,regular
20623,old_house,house,regular
20624,new_house,house,regular
20625,old_house,house,regular
20626,old_house,house,regular
20627,old_house,house,regular
20628,old_house,house,regular
20629,old_house,house,regular
20630,old_house,house,regular
20631,new_house,house,regular
20632,old_house,house,regular
20633,new_house,house,regular
20634,old_house,house,regular
20635,old_house,house,regular
20636,old_house,house,regular
20637,new_house,apartment,regular
20638,old_house,house,regular
20639,new_house,house,regular
20640,old_house,house,regular
20641,old_house,house,regular
20642,old_house,house,regular
20643,new_house,house,regular
20644,old_house,house,regular
20645,old_house,house,regular
20646,new_house,house,regular
20647,old_house,house,regular
20648,new_house,house,regular
20649,new_house,apartment,regular
20650,old_house,house,regular
20651,new_house,house,regular
20652,old_house,house,regular
20653,new_house,house,regular
20654,old_house,house,regular
20655,old_house,house,regular
20656,new_house,house,regular
20657,old_house,house,regular
20658,new_house,house,regular
20659,new_house,house,regular
20660,old_house,house,regular
20661,old_house,house,regular
20662,old_house,house,regular
20663,old_house,house,regular
20664,old_house,house,regular
20665,new_house,apartment,regular
20666,old_house,house,regular
20667,old_house,house,regular
20668,new_house,house,regular
20669,old_house,house,regular
20670,new_house,house,regular
20671,new_house,house,regular
20672,new_house,house,regular
20673,old_house,apartment,regular
20674,old_house,house,regular
20675,old_house,house,regular
20676,old_house,house,regular
20677,new_house,house,regular
20678,new_house,apartment,regular
20679,old_house,house,regular
20680,old_house,house,regular
20681,new_house,house,regular
20682,old_house,house,regular
20683,new_house,house,regular
20684,new_house,house,regular
20685,old_house,house,regular
20686,old_house,house,regular
20687,old_house,house,regular
20688,old_house,apartment,regular
20689,new_house,house,regular
20690,new_house,house,regular
20691,old_house,apartment,regular
20692,new_house,house,regular
20693,old_house,house,regular
20694,old_house,house,regular
20695,new_house,house,regular
20696,new_house,house,regular
20697,new_house,house,regular
20698,new_house,house,regular
20699,new_house,house,regular
20700,old_house,house,regular
20701,old_house,apartment,regular
20702,new_house,house,regular
20703,old_house,house,regular
20704,new_house,house,regular
20705,new_house,apartment,regular
20706,old_house,apartment,regular
20707,old_house,house,regular
20708,new_house,house,regular
20709,old_house,house,regular
20710,old_house,house,regular
20711,new_house,house,regular
20712,new_house,house,regular
20713,old_house,house,regular
20714,new_house,house,regular
20715,new_house,house,regular
20716,old_house,house,regular
20717,new_house,house,regular
20718,old_house,house,regular
20719,new_house,house,regular
20720,new_house,house,regular
20721,new_house,house,regular
20722,old_house,house,regular
20723,old_house,house,regular
20724,old_house,house,regular
20725,old_house,house,regular
20726,old_house,house,regular
20727,new_house,house,regular
20728,new_house,house,regular
20729,old_house,house,regular
20730,old_house,house,regular
20731,new_house,apartment,regular
20732,new_house,house,regular
20733,old_house,house,regular
20734,old_house,house,regular
20735,old_house,house,regular
20736,old_house,house,regular
20737,old_house,house,regular
20738,old_house,house,regular
20739,old_house,house,regular
20740,old_house,house,regular
20741,old_house,house,regular
20742,old_house,house,regular
20743,old_house,house,regular
20744,old_house,apartment,regular
20745,old_house,house,regular
20746,new_house,house,regular
20747,new_house,apartment,regular
20748,old_house,house,regular
20749,old_house,apartment,regular
20750,old_house,apartment,regular
20751,old_house,house,regular
20752,old_house,house,regular
20753,new_house,house,regular
20754,old_house,house,regular
20755,old_house,house,regular
20756,old_house,apartment,regular
20757,old_house,house,regular
20758,old_house,house,regular
20759,old_house,house,regular
20760,old_house,house,regular
20761,old_house,house,regular
20762,old_house,house,regular
20763,old_house,house,regular
20764,old_house,house,regular
20765,new_house,house,regular
20766,old_house,house,regular
20767,new_house,house,regular
20768,new_house,house,regular
20769,old_house,house,regular
20770,old_house,house,regular
20771,old_house,house,regular
20772,old_house,house,regular
20773,old_house,house,regular
20774,old_house,house,regular
20775,old_house,house,regular
20776,old_house,house,regular
20777,old_house,house,regular
20778,old_house,house,regular
20779,old_house,house,regular
20780,new_house,house,regular
20781,old_house,apartment,regular
20782,new_house,house,regular
20783,old_house,house,regular
20784,old_house,house,regular
20785,old_house,house,regular
20786,old_house,apartment,regular
20787,old_house,house,regular
20788,old_house,house,regular
20789,old_house,house,regular
20790,new_house,house,regular
20791,old_house,house,regular
20792,new_house,apartment,regular
20793,old_house,house,regular
20794,old_house,house,regular
20795,new_house,apartment,regular
20796,new_house,house,regular
20797,old_house,apartment,regular
20798,new_house,house,regular
20799,old_house,house,regular
20800,old_house,house,regular
20801,old_house,house,regular
20802,new_house,house,regular
20803,old_house,house,regular
20804,new_house,house,regular
20805,old_house,house,regular
20806,new_house,house,regular
20807,old_house,house,regular
20808,old_house,house,regular
20809,old_house,house,regular
20810,old_house,house,regular
20811,old_house,house,regular
20812,old_house,house,regular
20813,new_house,house,regular
20814,new_house,house,regular
20815,old_house,house,regular
20816,old_house,house,regular
